# reference acquisiton gt
# x(m), y(m), z(m),  timestamp (ms GMT )
103390923359.143967
5.041563, 14.701908, 6.231701, 103390967898.707977
4.987450, 14.684550, 6.275968, 103390967982.845047
4.936419, 14.684839, 6.296682, 103390968066.936005
4.881077, 14.682999, 6.320431, 103390968150.519806
4.842227, 14.672880, 6.325481, 103390968233.735062
4.800165, 14.682345, 6.339329, 103390968317.042358
4.745826, 14.692468, 6.370989, 103390968399.981323
4.717074, 14.684972, 6.421033, 103390968482.413651
4.680604, 14.690004, 6.463500, 103390968564.984207
4.635394, 14.705381, 6.486337, 103390968647.784454
4.601143, 14.704189, 6.502661, 103390968730.723328
4.549289, 14.701210, 6.491027, 103390968813.846527
4.477635, 14.694049, 6.500313, 103390968897.153824
4.407850, 14.677216, 6.503309, 103390968980.553436
4.341849, 14.676400, 6.541200, 103390969064.413620
4.282898, 14.664820, 6.576013, 103390969148.412048
4.247599, 14.657109, 6.621749, 103390969232.318832
4.212227, 14.667089, 6.657119, 103390969316.317307
4.168409, 14.667667, 6.674242, 103390969399.855469
4.123280, 14.652615, 6.678983, 103390969483.024826
4.067194, 14.650425, 6.685423, 103390969566.055603
4.002000, 14.646894, 6.718357, 103390969648.626038
3.974907, 14.640760, 6.769896, 103390969730.873566
3.934776, 14.648454, 6.803639, 103390969813.259644
3.895436, 14.647307, 6.832858, 103390969895.875595
3.854666, 14.637541, 6.842144, 103390969978.630096
3.806685, 14.628267, 6.835830, 103390970061.615295
3.742729, 14.615570, 6.843785, 103390970144.876572
3.669369, 14.595622, 6.838931, 103390970228.137878
3.592687, 14.562357, 6.855547, 103390970311.537766
3.519190, 14.536201, 6.883541, 103390970395.075684
3.460253, 14.505105, 6.933068, 103390970478.199112
3.428963, 14.481319, 6.981089, 103390970561.137863
3.395176, 14.472300, 7.014549, 103390970644.353149
3.352961, 14.456945, 7.023411, 103390970727.798981
3.302635, 14.431033, 7.024059, 103390970811.198853
3.248221, 14.398871, 6.996227, 103390970894.506149
3.178361, 14.367367, 6.991168, 103390970977.629318
3.089772, 14.334815, 6.995057, 103390971060.614487
3.000612, 14.312011, 6.994118, 103390971143.645477
2.909819, 14.282495, 6.998302, 103390971226.814926
2.822183, 14.253934, 6.995800, 103390971310.076492
2.744456, 14.208175, 6.994470, 103390971393.245682
2.668635, 14.162224, 6.991780, 103390971476.414383
2.591083, 14.116818, 6.972303, 103390971559.629669
2.508497, 14.056777, 6.987558, 103390971642.706833
2.441481, 14.001543, 7.015411, 103390971725.875961
2.375232, 13.945293, 7.055107, 103390971809.183762
2.321049, 13.897456, 7.091954, 103390971892.353027
2.291660, 13.871358, 7.134131, 103390971975.475922
2.233827, 13.823852, 7.169986, 103390972058.644821
2.183801, 13.787768, 7.174328, 103390972141.768005
2.121712, 13.740102, 7.180223, 103390972224.983139
2.074651, 13.706527, 7.202404, 103390972308.059860
2.045257, 13.683762, 7.246200, 103390972390.814270
1.985921, 13.662530, 7.281218, 103390972473.845306
1.915984, 13.621011, 7.319815, 103390972556.968231
1.875297, 13.586487, 7.336830, 103390972640.183273
1.834348, 13.550788, 7.342737, 103390972723.583069
1.792824, 13.521919, 7.340146, 103390972807.074890
1.753380, 13.471688, 7.352685, 103390972890.612610
1.717674, 13.424249, 7.362412, 103390972974.334885
1.657808, 13.370267, 7.387409, 103390973058.563690
1.626350, 13.331030, 7.434254, 103390973142.562195
1.598302, 13.290263, 7.480122, 103390973226.284424
1.572869, 13.261984, 7.489847, 103390973310.098541
1.550106, 13.221588, 7.490242, 103390973393.590042
1.516342, 13.157234, 7.481215, 103390973476.805252
1.482682, 13.092633, 7.478475, 103390973559.835846
1.447122, 13.036912, 7.492024, 103390973642.544174
1.409300, 12.972600, 7.534261, 103390973725.160278
1.379096, 12.929425, 7.579057, 103390973807.960495
1.361280, 12.888998, 7.624791, 103390973890.668915
1.340416, 12.844197, 7.659944, 103390973973.653549
1.327901, 12.801427, 7.675395, 103390974056.546494
1.315812, 12.750310, 7.679207, 103390974139.485291
1.294430, 12.699164, 7.667914, 103390974222.746719
1.270335, 12.602889, 7.657221, 103390974306.100189
1.258293, 12.523102, 7.663561, 103390974389.730103
1.239027, 12.441036, 7.680186, 103390974473.636597
1.222329, 12.358563, 7.681088, 103390974557.358902
1.214231, 12.272016, 7.687735, 103390974640.758209
1.191471, 12.193057, 7.684320, 103390974724.342270
1.176986, 12.132508, 7.683597, 103390974807.695908
1.168276, 12.050590, 7.685225, 103390974890.680862
1.144455, 11.951841, 7.698032, 103390974973.619629
1.112148, 11.865534, 7.733336, 103390975056.374207
1.093756, 11.805883, 7.793896, 103390975138.990479
1.067776, 11.749219, 7.816159, 103390975221.790924
1.038819, 11.686588, 7.838790, 103390975304.822113
1.023878, 11.622925, 7.845745, 103390975388.083496
1.010556, 11.560228, 7.844923, 103390975471.390823
0.996685, 11.485349, 7.837554, 103390975554.744766
0.988246, 11.408868, 7.860323, 103390975638.098541
0.972688, 11.333006, 7.903872, 103390975721.958908
0.953600, 11.270412, 7.948167, 103390975806.049973
0.955032, 11.224928, 7.998398, 103390975889.726181
0.935018, 11.178638, 8.029749, 103390975973.540756
0.927445, 11.142848, 8.041291, 103390976057.032486
0.928080, 11.093140, 8.050129, 103390976140.293457
0.921039, 11.039132, 8.059910, 103390976223.508698
0.914365, 10.987814, 8.087189, 103390976306.493729
0.906744, 10.945676, 8.144411, 103390976389.063904
0.891840, 10.908445, 8.190545, 103390976471.772400
0.887356, 10.863089, 8.217558, 103390976554.526962
0.881186, 10.814509, 8.227664, 103390976637.511871
0.877545, 10.751648, 8.215092, 103390976720.680862
0.888522, 10.683723, 8.215450, 103390976803.988525
0.888593, 10.621793, 8.231355, 103390976887.434189
0.891426, 10.558975, 8.260991, 103390976971.110077
0.895989, 10.490643, 8.300752, 103390977055.062744
0.897422, 10.444749, 8.355349, 103390977138.969193
0.893894, 10.395473, 8.395509, 103390977222.921844
0.883184, 10.360718, 8.412323, 103390977306.828705
0.881889, 10.308160, 8.412283, 103390977390.366531
0.891491, 10.245410, 8.411265, 103390977473.490051
0.894584, 10.181525, 8.422591, 103390977556.520981
0.892458, 10.135920, 8.461061, 103390977638.998886
0.897099, 10.097421, 8.513134, 103390977721.292953
0.886312, 10.048913, 8.557444, 103390977803.863495
0.880283, 10.008137, 8.581839, 103390977886.572098
0.883438, 9.962367, 8.591795, 103390977969.280457
0.888379, 9.909250, 8.588768, 103390978052.173172
0.894743, 9.850939, 8.584696, 103390978135.250412
0.904880, 9.794024, 8.598575, 103390978218.696014
0.921574, 9.731680, 8.642021, 103390978302.556473
0.924933, 9.682821, 8.683893, 103390978386.832031
0.934330, 9.650245, 8.738904, 103390978470.876816
0.934601, 9.618848, 8.777610, 103390978554.921539
0.924586, 9.576039, 8.790088, 103390978638.920364
0.937617, 9.532397, 8.787334, 103390978722.457825
0.950031, 9.470256, 8.782695, 103390978805.765320
0.958610, 9.401501, 8.789110, 103390978888.658203
0.966857, 9.337893, 8.814536, 103390978971.136383
0.967729, 9.260478, 8.865589, 103390979053.614716
0.955442, 9.196642, 8.910967, 103390979136.277252
0.967824, 9.159462, 8.955369, 103390979219.078064
0.974434, 9.118992, 8.971067, 103390979302.108887
0.994483, 9.064016, 8.962804, 103390979385.278198
1.018934, 9.003815, 8.954182, 103390979468.493759
1.047958, 8.943808, 8.940407, 103390979551.893234
1.095951, 8.879960, 8.930255, 103390979635.339111
1.160498, 8.788877, 8.928330, 103390979718.738693
1.223570, 8.702013, 8.929806, 103390979802.092194
1.270604, 8.606851, 8.945398, 103390979885.445831
1.313968, 8.531118, 8.964215, 103390979968.476761
1.347168, 8.445590, 8.970339, 103390980051.645584
1.382301, 8.376239, 8.964782, 103390980134.584656
1.435632, 8.286767, 8.959195, 103390980217.339371
1.476351, 8.206415, 8.968411, 103390980300.139832
1.510845, 8.136170, 8.995427, 103390980382.894531
1.548221, 8.068323, 9.029727, 103390980465.556747
1.585399, 7.995377, 9.063952, 103390980548.449417
1.611953, 7.933854, 9.099714, 103390980631.711060
1.633759, 7.878792, 9.130678, 103390980715.387054
1.655957, 7.834725, 9.147120, 103390980799.108765
1.690991, 7.775309, 9.150813, 103390980883.015381
1.729527, 7.718332, 9.155966, 103390980966.829269
1.782951, 7.662071, 9.177413, 103390981050.643631
1.825926, 7.608125, 9.212628, 103390981134.826309
1.861468, 7.557798, 9.264264, 103390981218.870819
1.892903, 7.527003, 9.312832, 103390981302.592911
1.906355, 7.487067, 9.353026, 103390981386.268661
1.927515, 7.451144, 9.356150, 103390981469.529678
1.963957, 7.409259, 9.353971, 103390981552.468445
1.986526, 7.345244, 9.358463, 103390981635.591156
2.002042, 7.295915, 9.392015, 103390981718.253342
2.030848, 7.269132, 9.447312, 103390981800.685226
2.029786, 7.233099, 9.494139, 103390981883.347458
2.044828, 7.220365, 9.527545, 103390981965.733154
2.059730, 7.206153, 9.530112, 103390982048.487381
2.084290, 7.178182, 9.520690, 103390982131.564575
2.116551, 7.145155, 9.515417, 103390982214.964233
2.149244, 7.099736, 9.511470, 103390982298.686310
2.240314, 7.038205, 9.541455, 103390982382.546402
2.298524, 6.986244, 9.574720, 103390982466.729095
2.339741, 6.961345, 9.619574, 103390982550.681610
2.399827, 6.954139, 9.658694, 103390982634.127136
2.425980, 6.957736, 9.682943, 103390982717.526657
2.456947, 6.941715, 9.696240, 103390982800.787918
2.494184, 6.916406, 9.691420, 103390982883.864899
2.546222, 6.885020, 9.672687, 103390982966.895355
2.598638, 6.834461, 9.653381, 103390983050.064224
2.658129, 6.779415, 9.649390, 103390983133.141022
2.714813, 6.727386, 9.657000, 103390983216.033524
2.760372, 6.682408, 9.682231, 103390983298.833679
2.805897, 6.651051, 9.698427, 103390983381.634247
2.858213, 6.625119, 9.708050, 103390983464.388824
2.916106, 6.594457, 9.707207, 103390983547.281235
2.980989, 6.568056, 9.695929, 103390983630.219864
3.058868, 6.532500, 9.683958, 103390983713.296982
3.128992, 6.512586, 9.682641, 103390983796.281754
3.210041, 6.484955, 9.687507, 103390983879.589142
3.274623, 6.444555, 9.705448, 103390983962.988525
3.358620, 6.426275, 9.702698, 103390984046.019226
3.437701, 6.390445, 9.700911, 103390984129.234711
3.508281, 6.351375, 9.704827, 103390984212.311691
3.596688, 6.329598, 9.690202, 103390984295.158218
3.667737, 6.293835, 9.686206, 103390984378.143005
3.732897, 6.252534, 9.690448, 103390984461.173935
3.807525, 6.222223, 9.708076, 103390984544.296753
3.889992, 6.181837, 9.722824, 103390984627.650085
3.970694, 6.169775, 9.718269, 103390984711.049362
4.061626, 6.152920, 9.709002, 103390984794.633499
4.153984, 6.146384, 9.696807, 103390984878.447403
4.254665, 6.156800, 9.691260, 103390984962.215363
4.363189, 6.167315, 9.692041, 103390985046.075790
4.466710, 6.155486, 9.710080, 103390985130.120468
4.555809, 6.160432, 9.715677, 103390985213.658112
4.650373, 6.171433, 9.717124, 103390985297.103729
4.741939, 6.169930, 9.714459, 103390985380.411011
4.832026, 6.194706, 9.704581, 103390985463.257477
4.916162, 6.208100, 9.696655, 103390985546.150406
4.998505, 6.210812, 9.696603, 103390985629.089310
5.082359, 6.219739, 9.711636, 103390985712.028122
5.168726, 6.239753, 9.721058, 103390985795.104889
5.262032, 6.259083, 9.723991, 103390985878.227951
5.357538, 6.278446, 9.714305, 103390985961.627258
5.455820, 6.295143, 9.701938, 103390986045.349213
5.544814, 6.324138, 9.698250, 103390986129.163544
5.628852, 6.356629, 9.706119, 103390986213.023819
5.719251, 6.371431, 9.720000, 103390986297.160583
5.813197, 6.400388, 9.724455, 103390986380.928360
5.903513, 6.437453, 9.723814, 103390986464.558487
5.995697, 6.451326, 9.721686, 103390986548.096222
6.071768, 6.473393, 9.718147, 103390986631.173233
6.155479, 6.492008, 9.716475, 103390986714.112167
6.240399, 6.503488, 9.714731, 103390986797.004898
6.323208, 6.507928, 9.722403, 103390986879.943527
6.406922, 6.518033, 9.736504, 103390986962.790192
6.492498, 6.535056, 9.742223, 103390987045.728897
6.579523, 6.549287, 9.743203, 103390987128.852020
6.666471, 6.568655, 9.735912, 103390987212.067291
6.750914, 6.579369, 9.727406, 103390987295.328613
6.839789, 6.600187, 9.711081, 103390987378.589844
6.920296, 6.622161, 9.716453, 103390987461.851410
7.018463, 6.629267, 9.731461, 103390987545.250992
7.120439, 6.637925, 9.737402, 103390987628.512451
7.223077, 6.660982, 9.734982, 103390987711.773819
7.315345, 6.659090, 9.738471, 103390987795.127243
7.407727, 6.679077, 9.726825, 103390987877.974106
7.489080, 6.696265, 9.716630, 103390987960.636185
7.567867, 6.694242, 9.720688, 103390988043.344635
7.664538, 6.692850, 9.728038, 103390988126.329834
7.761609, 6.682790, 9.738487, 103390988209.591476
7.858806, 6.682093, 9.743937, 103390988293.037125
7.950390, 6.677992, 9.745089, 103390988376.759201
8.039948, 6.694012, 9.738577, 103390988460.250748
8.129887, 6.699958, 9.731077, 103390988543.650406
8.226261, 6.708566, 9.716976, 103390988626.773529
8.314867, 6.717413, 9.724449, 103390988709.988876
8.408309, 6.703992, 9.733233, 103390988793.572479
8.509769, 6.698026, 9.740691, 103390988876.925781
8.626057, 6.693870, 9.750039, 103390988960.233139
8.726205, 6.686123, 9.733301, 103390989043.218307
8.824561, 6.688966, 9.725922, 103390989125.788681
8.915342, 6.669309, 9.716643, 103390989208.451218
9.003476, 6.644879, 9.742109, 103390989291.113556
9.095565, 6.626850, 9.744732, 103390989373.730118
9.194669, 6.615017, 9.747762, 103390989456.438782
9.288126, 6.598696, 9.747112, 103390989539.516174
9.382377, 6.582636, 9.736102, 103390989622.915833
9.479530, 6.572183, 9.727071, 103390989706.546249
9.573863, 6.560450, 9.726703, 103390989790.314331
9.669128, 6.549127, 9.730965, 103390989874.267349
9.769587, 6.532156, 9.737851, 103390989958.127899
9.864191, 6.531336, 9.747875, 103390990041.573792
9.949843, 6.512749, 9.752905, 103390990125.065536
10.037024, 6.496666, 9.753626, 103390990208.327209
10.117422, 6.492061, 9.741139, 103390990291.265793
10.203122, 6.473013, 9.733338, 103390990374.204742
10.271913, 6.445586, 9.740931, 103390990457.189560
10.348340, 6.424909, 9.753381, 103390990540.174698
10.437673, 6.407316, 9.758974, 103390990623.297775
10.532560, 6.389230, 9.757913, 103390990706.513153
10.623112, 6.374883, 9.754281, 103390990789.866974
10.694549, 6.356803, 9.748845, 103390990873.404663
10.787234, 6.336815, 9.733397, 103390990957.080856
10.889637, 6.322288, 9.723335, 103390991040.941483
10.991375, 6.304610, 9.735528, 103390991125.124542
11.081177, 6.264686, 9.745111, 103390991209.307587
11.188787, 6.245543, 9.760158, 103390991293.122070
11.284416, 6.208745, 9.747661, 103390991376.843826
11.377875, 6.171738, 9.736641, 103390991460.105331
11.469358, 6.147178, 9.724692, 103390991542.859665
11.546780, 6.103198, 9.717261, 103390991625.522079
11.618921, 6.049063, 9.731371, 103390991708.184402
11.684271, 5.997015, 9.734737, 103390991790.892731
11.758180, 5.955492, 9.742403, 103390991873.739395
11.824931, 5.905403, 9.743910, 103390991956.908432
11.892780, 5.849611, 9.740420, 103390992040.262054
11.955424, 5.794209, 9.726432, 103390992123.754257
12.027742, 5.737077, 9.724557, 103390992207.199738
12.091969, 5.673756, 9.725746, 103390992290.922058
12.139485, 5.600823, 9.738930, 103390992374.966614
12.210114, 5.520416, 9.745657, 103390992458.688889
12.259511, 5.433808, 9.740989, 103390992542.549271
12.321172, 5.354679, 9.733315, 103390992625.949066
12.380286, 5.281898, 9.736567, 103390992708.565704
12.409355, 5.219164, 9.728811, 103390992791.182068
12.421531, 5.153304, 9.744587, 103390992873.660049
12.430749, 5.079391, 9.740322, 103390992956.368729
12.447171, 5.000005, 9.746304, 103390993039.399963
12.458815, 4.922056, 9.749536, 103390993122.983810
12.456884, 4.838076, 9.733935, 103390993206.798523
12.472946, 4.751340, 9.749335, 103390993290.520462
12.477511, 4.660203, 9.726137, 103390993374.104538
12.494626, 4.581211, 9.728933, 103390993457.642319
12.478751, 4.494391, 9.734093, 103390993541.318710
12.467322, 4.402418, 9.734683, 103390993624.902695
12.455010, 4.311592, 9.738615, 103390993708.302231
12.424129, 4.214411, 9.724449, 103390993791.702301
12.394439, 4.126560, 9.703793, 103390993874.549103
12.363024, 4.043143, 9.704494, 103390993956.889069
12.315012, 3.967106, 9.701909, 103390994039.136642
12.256798, 3.894489, 9.707273, 103390994121.292435
12.195475, 3.813622, 9.716103, 103390994203.632339
12.139555, 3.735758, 9.716748, 103390994286.202820
12.080007, 3.666648, 9.715153, 103390994369.233932
12.024103, 3.600033, 9.709020, 103390994452.495529
11.963264, 3.525083, 9.698329, 103390994535.941513
11.893209, 3.453993, 9.682745, 103390994619.571579
11.822334, 3.414292, 9.697002, 103390994703.708664
11.746455, 3.359936, 9.710683, 103390994787.707230
11.677112, 3.292579, 9.719412, 103390994871.383575
11.596721, 3.236641, 9.719115, 103390994955.106049
11.518804, 3.181992, 9.701544, 103390995038.321548
11.454002, 3.131517, 9.695060, 103390995121.214310
11.377211, 3.097694, 9.691768, 103390995204.060928
11.294836, 3.053234, 9.705138, 103390995286.631012
11.215268, 3.023039, 9.711422, 103390995369.247620
11.132045, 2.990684, 9.716660, 103390995452.094406
11.043659, 2.954892, 9.714663, 103390995535.263657
10.972046, 2.927119, 9.706976, 103390995618.525024
10.885198, 2.896481, 9.691738, 103390995701.832245
10.797639, 2.865839, 9.692190, 103390995785.139923
10.715423, 2.855748, 9.700363, 103390995868.678131
10.612991, 2.844846, 9.722975, 103390995952.400192
10.515617, 2.816323, 9.723603, 103390996035.800079
10.408182, 2.800784, 9.713228, 103390996119.338165
10.308095, 2.776298, 9.697018, 103390996202.369080
10.206483, 2.746498, 9.678456, 103390996284.847153
10.115118, 2.739344, 9.680049, 103390996367.371506
10.024737, 2.742687, 9.696595, 103390996449.803955
9.920478, 2.756711, 9.714536, 103390996532.374069
9.829088, 2.763428, 9.718574, 103390996615.128830
9.746246, 2.745135, 9.708842, 103390996698.298340
9.645778, 2.755601, 9.692749, 103390996781.836075
9.533267, 2.757119, 9.665088, 103390996865.558304
9.421026, 2.748019, 9.662641, 103390996949.142471
9.324258, 2.738502, 9.666260, 103390997032.864670
9.221312, 2.748055, 9.680441, 103390997116.955475
9.112350, 2.754393, 9.689914, 103390997200.815918
9.015805, 2.749552, 9.702668, 103390997284.400101
8.914696, 2.760085, 9.690730, 103390997367.846054
8.806520, 2.759973, 9.674480, 103390997450.784943
8.711847, 2.765363, 9.662405, 103390997533.678085
8.627588, 2.781724, 9.683768, 103390997616.432922
8.531637, 2.790048, 9.700940, 103390997699.187469
8.444544, 2.794755, 9.705757, 103390997782.034515
8.350456, 2.789160, 9.695033, 103390997865.065735
8.243937, 2.788442, 9.693702, 103390997948.419403
8.142843, 2.779255, 9.675080, 103390998032.003647
8.039835, 2.773760, 9.670541, 103390998115.726059
7.944347, 2.758797, 9.672031, 103390998199.540314
7.838333, 2.766074, 9.678981, 103390998283.815933
7.735513, 2.768170, 9.704435, 103390998367.768692
7.630193, 2.758495, 9.706137, 103390998451.537186
7.526168, 2.773855, 9.701314, 103390998535.167358
7.434330, 2.765778, 9.694695, 103390998618.244614
7.339742, 2.767381, 9.683590, 103390998701.137299
7.250113, 2.780688, 9.688437, 103390998783.892059
7.168510, 2.792006, 9.694474, 103390998866.554535
7.070161, 2.801979, 9.695717, 103390998949.355362
6.976976, 2.801719, 9.678888, 103390999032.432495
6.884928, 2.806916, 9.675415, 103390999115.786011
6.801097, 2.817435, 9.687654, 103390999199.324203
6.714943, 2.824435, 9.680304, 103390999282.954193
6.619927, 2.824940, 9.690281, 103390999366.538162
6.526610, 2.841187, 9.688328, 103390999450.444656
6.437697, 2.876601, 9.701291, 103390999534.535812
6.332309, 2.885126, 9.707863, 103390999618.396393
6.234300, 2.919801, 9.701056, 103390999702.441177
6.127736, 2.938957, 9.691995, 103390999785.564575
6.025582, 2.939539, 9.688808, 103390999867.812622
5.963287, 2.951178, 9.674961, 103390999949.507767
5.918329, 2.973474, 9.703045, 103391000031.432953
5.863033, 3.010919, 9.720631, 103391000113.957291
5.777876, 3.024083, 9.701873, 103391000197.034760
5.689414, 3.068980, 9.710598, 103391000280.711166
5.606907, 3.095714, 9.699297, 103391000364.663956
5.528529, 3.118885, 9.681696, 103391000448.893295
5.455842, 3.141472, 9.685166, 103391000533.260910
5.366375, 3.159795, 9.703101, 103391000617.535919
5.295355, 3.210323, 9.710190, 103391000702.041565
5.194167, 3.251055, 9.715014, 103391000785.994125
5.114222, 3.296866, 9.731119, 103391000869.900986
5.055735, 3.351911, 9.719671, 103391000953.300705
4.986610, 3.402798, 9.699223, 103391001036.055511
4.930228, 3.461028, 9.695436, 103391001118.718201
4.887771, 3.522699, 9.704920, 103391001201.012024
4.857399, 3.587114, 9.714115, 103391001283.213699
4.821618, 3.649259, 9.734502, 103391001365.738266
4.772760, 3.726599, 9.717967, 103391001448.447052
4.732906, 3.799040, 9.715660, 103391001531.570633
4.685583, 3.869193, 9.710986, 103391001614.786346
4.621168, 3.945195, 9.695434, 103391001697.817459
4.590727, 4.013234, 9.697951, 103391001780.848526
4.575531, 4.082222, 9.705619, 103391001864.202515
4.572999, 4.173986, 9.718657, 103391001948.017014
4.558604, 4.269522, 9.717620, 103391002031.831650
4.547004, 4.368761, 9.707195, 103391002115.830750
4.535443, 4.472762, 9.682006, 103391002199.368576
4.517483, 4.554261, 9.680137, 103391002282.169373
4.510119, 4.657440, 9.677802, 103391002364.601563
4.521102, 4.741334, 9.703359, 103391002446.803406
4.539508, 4.817585, 9.714324, 103391002529.051392
4.549201, 4.896291, 9.720071, 103391002611.621765
4.565132, 4.985290, 9.724033, 103391002694.422699
4.578128, 5.069770, 9.736950, 103391002777.361725
4.593003, 5.151738, 9.727260, 103391002860.531158
4.620260, 5.232532, 9.712122, 103391002943.839111
4.636461, 5.314333, 9.716149, 103391003027.377213
4.676659, 5.393483, 9.716154, 103391003111.422012
4.709311, 5.480047, 9.718314, 103391003195.236694
4.753417, 5.565645, 9.723606, 103391003279.097412
4.797471, 5.641528, 9.718411, 103391003362.866211
4.835836, 5.731368, 9.714260, 103391003446.036011
4.879324, 5.800813, 9.695401, 103391003529.021500
4.933515, 5.845753, 9.696172, 103391003611.914536
4.993527, 5.887681, 9.725350, 103391003694.715408
5.066108, 5.935047, 9.728494, 103391003777.562241
5.142326, 5.994626, 9.724348, 103391003860.639862
5.212343, 6.047730, 9.718366, 103391003944.039642
5.274772, 6.100527, 9.730465, 103391004027.485336
5.342176, 6.165828, 9.721041, 103391004110.793213
5.409062, 6.251246, 9.714735, 103391004193.870377
5.493576, 6.290634, 9.720145, 103391004276.901443
5.580295, 6.326412, 9.727474, 103391004360.301392
5.666459, 6.362067, 9.733463, 103391004443.655106
5.753950, 6.411153, 9.741037, 103391004526.778259
5.855286, 6.434445, 9.731264, 103391004609.993790
5.937570, 6.461211, 9.723390, 103391004692.656433
6.016194, 6.499434, 9.712334, 103391004775.134552
6.099797, 6.508938, 9.717670, 103391004857.659088
6.191295, 6.510024, 9.725599, 103391004940.137466
6.285425, 6.530569, 9.728817, 103391005022.661652
6.371410, 6.562529, 9.735365, 103391005105.324112
6.454229, 6.581753, 9.737963, 103391005188.493637
6.534002, 6.607596, 9.735455, 103391005271.709091
6.618485, 6.630685, 9.719688, 103391005355.108810
6.707200, 6.648925, 9.713671, 103391005438.647049
6.796092, 6.660417, 9.732650, 103391005522.553986
6.887568, 6.667546, 9.741447, 103391005606.690628
6.987963, 6.688602, 9.737720, 103391005690.551041
7.098222, 6.697789, 9.733338, 103391005774.457733
7.202080, 6.709044, 9.723830, 103391005857.903366
7.291940, 6.735145, 9.716096, 103391005940.980576
7.393524, 6.735347, 9.712126, 103391006023.965759
7.477905, 6.730786, 9.720030, 103391006106.812515
7.575405, 6.703813, 9.733966, 103391006189.751236
7.664786, 6.699674, 9.745233, 103391006272.736404
7.759082, 6.698549, 9.741661, 103391006356.044128
7.848745, 6.694505, 9.743591, 103391006439.674179
7.937138, 6.705794, 9.727038, 103391006523.442505
8.037404, 6.712271, 9.715123, 103391006607.164703
8.133111, 6.723534, 9.713768, 103391006690.933289
8.237469, 6.711602, 9.722705, 103391006774.931915
8.342986, 6.708869, 9.730527, 103391006858.515961
8.447760, 6.710290, 9.729300, 103391006942.146362
8.554411, 6.693877, 9.722645, 103391007025.591904
8.652265, 6.699571, 9.722361, 103391007108.438782
8.738994, 6.691572, 9.720181, 103391007191.147675
8.834883, 6.667473, 9.718119, 103391007273.856216
8.924633, 6.645462, 9.726300, 103391007356.380707
9.013885, 6.639772, 9.730846, 103391007438.997589
9.108257, 6.630432, 9.733505, 103391007521.752258
9.205936, 6.619025, 9.734717, 103391007604.783661
9.299900, 6.614271, 9.726295, 103391007687.953323
9.392872, 6.605094, 9.714037, 103391007771.307129
9.481162, 6.610737, 9.719661, 103391007854.568771
9.567863, 6.614085, 9.735042, 103391007938.060913
9.665139, 6.588152, 9.729240, 103391008021.875565
9.767085, 6.584012, 9.747044, 103391008105.505905
9.865384, 6.574422, 9.747659, 103391008189.320511
9.972297, 6.563611, 9.739596, 103391008272.766525
10.067172, 6.570447, 9.739054, 103391008355.659668
10.150753, 6.566206, 9.728270, 103391008438.506729
10.241923, 6.550126, 9.718803, 103391008521.445847
10.332185, 6.532155, 9.743527, 103391008604.523407
10.436226, 6.521758, 9.757269, 103391008687.554703
10.531280, 6.523497, 9.744477, 103391008770.816513
10.637977, 6.524527, 9.739944, 103391008854.216583
10.738209, 6.522513, 9.733664, 103391008938.077271
10.845220, 6.526909, 9.723346, 103391009021.891846
10.932729, 6.546175, 9.730872, 103391009105.614136
11.032305, 6.543261, 9.741940, 103391009189.797485
11.141011, 6.547260, 9.749484, 103391009273.519684
11.240059, 6.565866, 9.751439, 103391009356.919388
11.339947, 6.569059, 9.743822, 103391009440.088989
11.433436, 6.585083, 9.735154, 103391009522.889862
11.525429, 6.589909, 9.725172, 103391009605.690796
11.615042, 6.590266, 9.737185, 103391009688.491745
11.698814, 6.586392, 9.744444, 103391009771.246414
11.791569, 6.583019, 9.753140, 103391009854.047379
11.884207, 6.604637, 9.760225, 103391009936.848221
11.982579, 6.617277, 9.752761, 103391010019.971680
12.074338, 6.632977, 9.746784, 103391010103.371582
12.164097, 6.651412, 9.743516, 103391010187.094009
12.250209, 6.680898, 9.748059, 103391010270.908722
12.345561, 6.706605, 9.757346, 103391010355.091812
12.443686, 6.726322, 9.762518, 103391010439.044327
12.541902, 6.762650, 9.758862, 103391010522.674286
12.645385, 6.782885, 9.756467, 103391010606.304474
12.736900, 6.826373, 9.748156, 103391010689.151276
12.819651, 6.847898, 9.734461, 103391010771.952164
12.904294, 6.859991, 9.752457, 103391010854.706757
12.986592, 6.869434, 9.763932, 103391010937.461472
13.074231, 6.889643, 9.760756, 103391011020.216141
13.158438, 6.917488, 9.771194, 103391011103.109039
13.248037, 6.942287, 9.757339, 103391011186.370636
13.329357, 6.973313, 9.750525, 103391011269.632202
13.413285, 7.005885, 9.744153, 103391011353.078125
13.486123, 7.049255, 9.738112, 103391011436.754333
13.566339, 7.082923, 9.748854, 103391011520.983734
13.655955, 7.121121, 9.753366, 103391011604.982285
13.722177, 7.174159, 9.760084, 103391011688.243759
13.791833, 7.224869, 9.752684, 103391011771.136688
13.848156, 7.275589, 9.745795, 103391011853.753143
13.908697, 7.307056, 9.750648, 103391011936.600189
13.962670, 7.324965, 9.737920, 103391012019.400833
14.013268, 7.352089, 9.750438, 103391012102.017563
14.072421, 7.369354, 9.744827, 103391012184.864624
14.136417, 7.387752, 9.750657, 103391012268.034195
14.178933, 7.417217, 9.755732, 103391012351.434143
14.219144, 7.445395, 9.743472, 103391012435.156647
